Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1976","1976","kilotonnes","218326.4556","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1977","1977","kilotonnes","223223.1414","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1978","1978","kilotonnes","240006.0336","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1979","1979","kilotonnes","244704.1181","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1980","1980","kilotonnes","255136.7061","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1981","1981","kilotonnes","257546.5859","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1982","1982","kilotonnes","259564.3848","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1983","1983","kilotonnes","267098.2858","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1984","1984","kilotonnes","283913.1988","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1985","1985","kilotonnes","284777.3591","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1986","1986","kilotonnes","288024.4113","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1987","1987","kilotonnes","292243.7421","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1988","1988","kilotonnes","295752.6337","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1989","1989","kilotonnes","297701.1631","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1990","1990","kilotonnes","295866.0182","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1991","1991","kilotonnes","285287.4307","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1992","1992","kilotonnes","280033.8835","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1993","1993","kilotonnes","274531.5664","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1994","1994","kilotonnes","273549.5202","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1995","1995","kilotonnes","281155.9965","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1996","1996","kilotonnes","297993.776","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1997","1997","kilotonnes","296931.3104","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1998","1998","kilotonnes","296819.3141","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","1999","1999","kilotonnes","298694.0048","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2000","2000","kilotonnes","289589.999","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2001","2001","kilotonnes","293826.5526","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2002","2002","kilotonnes","299019.9112","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2003","2003","kilotonnes","305103.1585","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2004","2004","kilotonnes","317340.7778","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2005","2005","kilotonnes","316179.8412","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2006","2006","kilotonnes","322237.6125","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2007","2007","kilotonnes","332661.5823","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2008","2008","kilotonnes","334662.2289","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2009","2009","kilotonnes","337844.5298","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2010","2010","kilotonnes","344951.206","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2011","2011","kilotonnes","360837.6929","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2012","2012","kilotonnes","359672.6823","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2013","2013","kilotonnes","372781.4545","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2014","2014","kilotonnes","376387.1732","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2015","2015","kilotonnes","375176.4374","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2016","2016","kilotonnes","383342.9594","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2017","2017","kilotonnes","389279.1679","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2018","2018","kilotonnes","381562.3362","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2019","2019","kilotonnes","386126.0034","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2020","2020","kilotonnes","397074.0052","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1961","1961","kilotonnes","519626.322","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1962","1962","kilotonnes","538910.6461","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1963","1963","kilotonnes","541149.3425","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1964","1964","kilotonnes","564135.5775","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1965","1965","kilotonnes","564572.4022","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1966","1966","kilotonnes","575142.7487","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1967","1967","kilotonnes","581605.5438","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1968","1968","kilotonnes","592782.6864","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1969","1969","kilotonnes","600505.9628","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1970","1970","kilotonnes","611188.6882","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1971","1971","kilotonnes","622243.6036","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1972","1972","kilotonnes","614326.6779","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1973","1973","kilotonnes","636873.3916","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1974","1974","kilotonnes","639972.3348","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1975","1975","kilotonnes","662219.2708","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1976","1976","kilotonnes","661044.8334","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1977","1977","kilotonnes","673130.8107","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1978","1978","kilotonnes","678949.0836","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1979","1979","kilotonnes","671324.8437","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1980","1980","kilotonnes","687546.3092","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1981","1981","kilotonnes","691669.0451","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1982","1982","kilotonnes","679608.4013","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1983","1983","kilotonnes","686145.3712","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1984","1984","kilotonnes","698987.3689","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1985","1985","kilotonnes","696978.7388","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1986","1986","kilotonnes","699211.9499","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1987","1987","kilotonnes","691318.6874","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1988","1988","kilotonnes","716533.7474","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1989","1989","kilotonnes","729708.0869","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1990","1990","kilotonnes","724030.492","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1991","1991","kilotonnes","721508.2644","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1992","1992","kilotonnes","724233.8463","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1993","1993","kilotonnes","716487.7426","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1994","1994","kilotonnes","724737.3494","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1995","1995","kilotonnes","743802.2741","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1996","1996","kilotonnes","756602.1059","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1997","1997","kilotonnes","756845.5489","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1998","1998","kilotonnes","756174.9335","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","1999","1999","kilotonnes","785945.7976","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2000","2000","kilotonnes","768020.9556","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2001","2001","kilotonnes","758873.213","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2002","2002","kilotonnes","747246.7394","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2003","2003","kilotonnes","749038.1273","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2004","2004","kilotonnes","766418.7584","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2005","2005","kilotonnes","782232.5948","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2006","2006","kilotonnes","786287.6525","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2007","2007","kilotonnes","788498.3492","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2008","2008","kilotonnes","807036.3318","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2009","2009","kilotonnes","806356.7391","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2010","2010","kilotonnes","821426.462","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2011","2011","kilotonnes","826584.1935","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2012","2012","kilotonnes","824986.1064","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2013","2013","kilotonnes","833373.7734","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2014","2014","kilotonnes","828676.2714","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2015","2015","kilotonnes","818632.4177","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2016","2016","kilotonnes","823527.0537","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2017","2017","kilotonnes","834600.398","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2018","2018","kilotonnes","842273.1039","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2019","2019","kilotonnes","821710.3188","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","0113","Rice","2020","2020","kilotonnes","839150.8784","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1961","1961","kilotonnes","1241065.2826","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1962","1962","kilotonnes","1272107.1513","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1963","1963","kilotonnes","1295157.9738","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1964","1964","kilotonnes","1323357.7243","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1965","1965","kilotonnes","1361109.8023","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1966","1966","kilotonnes","1390210.3572","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1967","1967","kilotonnes","1429575.2996","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1968","1968","kilotonnes","1452830.9196","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1969","1969","kilotonnes","1459601.6419","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1970","1970","kilotonnes","1484105.4479","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1971","1971","kilotonnes","1511117.2393","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1972","1972","kilotonnes","1553849.3724","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1973","1973","kilotonnes","1594621.104","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1974","1974","kilotonnes","1645572.8346","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1975","1975","kilotonnes","1680244.2736","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1976","1976","kilotonnes","1698107.3182","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1977","1977","kilotonnes","1699669.7624","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1978","1978","kilotonnes","1689535.145","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1979","1979","kilotonnes","1685463.2583","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1980","1980","kilotonnes","1699417.6737","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1981","1981","kilotonnes","1713384.6932","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1982","1982","kilotonnes","1731354.5588","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1983","1983","kilotonnes","1738255.302","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1984","1984","kilotonnes","1752442.4084","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1985","1985","kilotonnes","1759944.3008","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1986","1986","kilotonnes","1765094.9145","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1987","1987","kilotonnes","1764540.1135","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1988","1988","kilotonnes","1772073.6979","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1989","1989","kilotonnes","1797383.0353","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1990","1990","kilotonnes","1807968.286","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1991","1991","kilotonnes","1816731.4529","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1992","1992","kilotonnes","1821858.0884","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1993","1993","kilotonnes","1823812.8415","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1994","1994","kilotonnes","1839714.6149","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1995","1995","kilotonnes","1852393.7672","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1996","1996","kilotonnes","1860778.0221","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1997","1997","kilotonnes","1821622.4171","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1998","1998","kilotonnes","1819647.2938","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","1999","1999","kilotonnes","1820868.4186","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2000","2000","kilotonnes","1830710.5129","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2001","2001","kilotonnes","1829456.3473","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2002","2002","kilotonnes","1849377.514","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2003","2003","kilotonnes","1864734.5206","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2004","2004","kilotonnes","1881469.1306","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2005","2005","kilotonnes","1896304.1099","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2006","2006","kilotonnes","1909345.7073","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2007","2007","kilotonnes","1911512.5989","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2008","2008","kilotonnes","1925617.4391","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2009","2009","kilotonnes","1904236.819","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2010","2010","kilotonnes","1898296.8621","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2011","2011","kilotonnes","1899086.8243","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2012","2012","kilotonnes","1907857.834","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2013","2013","kilotonnes","1912955.0372","E","Estimated value"
"EI","Emissions intensities","001","World","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","kilotonnes","1922396.7132","E","Estimated value"
