Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","1990","1990","kg CO2eq/kg product","1.3962","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","1991","1991","kg CO2eq/kg product","1.3915","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","1992","1992","kg CO2eq/kg product","1.372","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","1993","1993","kg CO2eq/kg product","1.3529","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","1994","1994","kg CO2eq/kg product","1.3456","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","1995","1995","kg CO2eq/kg product","1.3594","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","1996","1996","kg CO2eq/kg product","1.3305","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","1997","1997","kg CO2eq/kg product","1.3114","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","1998","1998","kg CO2eq/kg product","1.3064","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","1999","1999","kg CO2eq/kg product","1.286","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2000","2000","kg CO2eq/kg product","1.2829","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2001","2001","kg CO2eq/kg product","1.2643","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2002","2002","kg CO2eq/kg product","1.3085","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2003","2003","kg CO2eq/kg product","1.2762","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2004","2004","kg CO2eq/kg product","1.2619","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2005","2005","kg CO2eq/kg product","1.2334","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2006","2006","kg CO2eq/kg product","1.2272","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2007","2007","kg CO2eq/kg product","1.2057","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2008","2008","kg CO2eq/kg product","1.1792","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2009","2009","kg CO2eq/kg product","1.1854","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2010","2010","kg CO2eq/kg product","1.1828","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2011","2011","kg CO2eq/kg product","1.1489","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2012","2012","kg CO2eq/kg product","1.1337","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2013","2013","kg CO2eq/kg product","1.1388","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2014","2014","kg CO2eq/kg product","1.1339","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2015","2015","kg CO2eq/kg product","1.1184","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2016","2016","kg CO2eq/kg product","1.1219","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2017","2017","kg CO2eq/kg product","1.1167","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2018","2018","kg CO2eq/kg product","1.1096","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2019","2019","kg CO2eq/kg product","1.0968","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","0113","Rice","2020","2020","kg CO2eq/kg product","1.1089","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1961","1961","kg CO2eq/kg product","44.8288","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1962","1962","kg CO2eq/kg product","43.5603","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1963","1963","kg CO2eq/kg product","41.9746","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1964","1964","kg CO2eq/kg product","42.3114","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1965","1965","kg CO2eq/kg product","42.7236","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1966","1966","kg CO2eq/kg product","41.4315","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1967","1967","kg CO2eq/kg product","40.5332","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1968","1968","kg CO2eq/kg product","39.3027","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1969","1969","kg CO2eq/kg product","38.4824","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1970","1970","kg CO2eq/kg product","38.6995","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1971","1971","kg CO2eq/kg product","39.6897","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1972","1972","kg CO2eq/kg product","40.3188","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1973","1973","kg CO2eq/kg product","41.0567","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1974","1974","kg CO2eq/kg product","39.3204","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1975","1975","kg CO2eq/kg product","38.4189","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1976","1976","kg CO2eq/kg product","36.8422","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1977","1977","kg CO2eq/kg product","36.5627","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1978","1978","kg CO2eq/kg product","35.9554","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1979","1979","kg CO2eq/kg product","36.8125","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1980","1980","kg CO2eq/kg product","37.2951","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1981","1981","kg CO2eq/kg product","37.2846","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1982","1982","kg CO2eq/kg product","37.7077","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1983","1983","kg CO2eq/kg product","36.8581","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1984","1984","kg CO2eq/kg product","36.1441","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1985","1985","kg CO2eq/kg product","35.6928","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1986","1986","kg CO2eq/kg product","34.6201","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1987","1987","kg CO2eq/kg product","34.6389","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1988","1988","kg CO2eq/kg product","34.516","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1989","1989","kg CO2eq/kg product","34.861","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1990","1990","kg CO2eq/kg product","34.0937","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1991","1991","kg CO2eq/kg product","34.0036","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1992","1992","kg CO2eq/kg product","34.6452","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1993","1993","kg CO2eq/kg product","35.0789","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1994","1994","kg CO2eq/kg product","35.4812","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1995","1995","kg CO2eq/kg product","35.2395","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1996","1996","kg CO2eq/kg product","34.7133","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1997","1997","kg CO2eq/kg product","33.3433","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1998","1998","kg CO2eq/kg product","33.6044","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","1999","1999","kg CO2eq/kg product","32.8971","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2000","2000","kg CO2eq/kg product","32.8546","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2001","2001","kg CO2eq/kg product","33.1531","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2002","2002","kg CO2eq/kg product","32.8962","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2003","2003","kg CO2eq/kg product","32.7131","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2004","2004","kg CO2eq/kg product","32.0933","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2005","2005","kg CO2eq/kg product","32.1846","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2006","2006","kg CO2eq/kg product","31.7339","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2007","2007","kg CO2eq/kg product","30.8469","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2008","2008","kg CO2eq/kg product","31.0554","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2009","2009","kg CO2eq/kg product","30.5656","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2010","2010","kg CO2eq/kg product","30.435","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2011","2011","kg CO2eq/kg product","30.5939","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2012","2012","kg CO2eq/kg product","30.5261","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2013","2013","kg CO2eq/kg product","30.1148","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","kg CO2eq/kg product","30.0681","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2015","2015","kg CO2eq/kg product","30.6507","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2016","2016","kg CO2eq/kg product","30.7796","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2017","2017","kg CO2eq/kg product","30.5158","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","kg CO2eq/kg product","30.1427","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2019","2019","kg CO2eq/kg product","29.9883","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","kg CO2eq/kg product","30.28","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","02211","Raw milk of cattle","1961","1961","kg CO2eq/kg product","1.9874","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","02211","Raw milk of cattle","1962","1962","kg CO2eq/kg product","1.9665","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","02211","Raw milk of cattle","1963","1963","kg CO2eq/kg product","1.9865","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","02211","Raw milk of cattle","1964","1964","kg CO2eq/kg product","1.9384","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","02211","Raw milk of cattle","1965","1965","kg CO2eq/kg product","1.8538","E","Estimated value"
"EI","Emissions intensities","001","World","71761","Emissions intensity","02211","Raw milk of cattle","1966","1966","kg CO2eq/kg product","1.847","E","Estimated value"
